model_version,experiment,condition,seed,cond_recover_at,config_id,PERSONALITY_WEIGHT,TRAIT_DRIFT,TRAIT_SATURATION,LANDMARK_BONUS,HARDSHIP_MAX_BOOST,FLOOR_DECAY_PER_DAY,LANDMARK_PERMANENT,GOAL_BONUS,GOAL_OFF_TASK,GOAL_SWITCH_MARGIN,GOAL_MIN_DAYS,GOAL_REFRACTORY,GOAL_STALL_DAYS,GOAL_SLACK_FOOD,GOAL_SLACK_COND,n_move,n_stay,dead_move,dead_stay,ratio_move,logratio_move,ratio_stay,goal_ratio_move,keep
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,387,25.924541,0.646149,0.56177,38.098369,18.784175,0.2929,0.621942,36.362873,24.475496,0.25165,4,8,6,6.610385,85.985502,288,257,0.04,0.1433,1.04486,0.03403,1.29509,1.07809,0.80679
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,389,47.313971,0.633412,0.711589,13.448218,25.327923,0.359921,0.435142,17.71137,8.057013,0.218892,3,4,5,4.410043,76.632372,265,189,0.1167,0.37,0.92383,-0.05776,1.03899,0.93047,0.88917
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,388,20.450471,1.615948,0.639943,24.079368,13.964437,0.610302,0.774226,43.863195,8.020295,0.399832,2,5,7,3.540237,91.828146,293,262,0.0233,0.1267,1.02081,0.01619,1.39389,1.00348,0.73235
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,390,20.174681,0.940573,0.769778,14.092165,16.622523,0.676018,0.728245,51.553622,20.995217,0.270462,2,7,3,2.818713,61.61167,296,273,0.0133,0.09,1.01547,0.00692,1.41756,1.11204,0.71635
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,393,26.821895,1.142436,0.85783,13.580376,13.266863,0.170306,0.232644,17.234379,14.683455,0.126701,4,3,4,4.720216,80.57714,285,218,0.05,0.2733,0.97341,-0.02076,1.10475,0.93034,0.88111
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,392,15.064957,0.691554,0.968044,43.135435,25.695537,0.562638,0.391937,41.946058,10.314572,0.235869,2,5,3,2.189169,66.326917,293,271,0.0233,0.0967,0.92904,-0.05731,1.2417,0.95688,0.7482
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,394,17.938364,0.684928,0.865464,20.977316,19.238376,0.235304,0.422079,34.264336,9.266023,0.181263,2,3,7,3.147173,68.863684,295,271,0.0167,0.0967,0.95329,-0.03848,1.28075,0.80126,0.74432
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,396,55.859374,0.764963,0.957018,23.089885,11.424881,0.184907,0.310763,47.684412,12.274662,0.133355,4,4,3,4.811096,88.495512,74,,0.7533,,1.11811,0.08503,,1.00649,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,397,24.075787,1.32973,0.842003,29.96267,22.198257,0.4987,0.691379,21.568479,10.382329,0.1398,4,5,4,5.636175,82.613338,285,229,0.05,0.2367,1.17363,0.15797,1.25132,0.94375,0.93791
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,399,23.747103,0.828222,0.615318,14.749133,12.174927,0.199711,0.130826,21.675614,14.90401,0.299366,3,9,7,4.77196,79.543887,289,241,0.0367,0.1967,1.06535,0.05951,1.21961,0.89846,0.87352
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,400,15.914021,2.223787,0.6672,30.374295,29.309155,0.310191,0.109669,18.413111,19.395716,0.490325,4,11,5,6.47096,97.599684,279,198,0.07,0.34,1.12239,0.13023,1.2095,1.0282,0.92798
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,398,17.94164,1.093022,0.245513,28.569231,41.002846,0.279147,0.483541,27.200935,7.455431,0.480366,1,4,5,3.228808,99.56424,289,245,0.0367,0.1833,1.10603,0.07695,1.33741,0.89113,0.827
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,403,21.786439,0.600849,0.094284,15.44464,13.055763,0.264524,0.118644,47.477275,10.165211,0.307645,3,12,2,3.000302,62.53993,296,272,0.0133,0.0933,1.00456,-0.00265,1.38881,1.10674,0.72332
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,407,20.587299,0.772775,0.113541,47.985558,18.47983,0.322652,0.311818,29.135421,11.38396,0.480867,1,9,2,3.770304,91.115599,288,233,0.04,0.2233,1.06571,0.04964,1.21405,1.02384,0.87781
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,406,35.475401,0.957914,0.760888,16.762361,33.176678,0.641595,0.798381,19.845035,10.792498,0.197383,4,11,5,3.634865,60.55585,284,221,0.0533,0.2633,1.12792,0.13598,1.19711,1.01091,0.9422
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,405,34.094531,1.388937,0.959257,16.066619,12.1747,0.59038,0.634028,62.110891,18.887867,0.435715,4,3,4,6.238213,85.400562,291,264,0.03,0.12,1.05362,0.04507,1.29854,1.04271,0.81139
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,404,19.471037,1.276037,0.975076,44.424795,11.860926,0.618889,0.404456,53.771071,9.514844,0.158923,1,5,5,4.469619,92.498428,295,269,0.0167,0.1033,1.01924,0.02725,1.23074,1.02842,0.82815
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,408,35.944968,0.769583,0.384867,14.107715,12.933039,0.203483,0.764048,37.55641,25.25844,0.432716,4,10,5,7.46747,78.840486,289,251,0.0367,0.1633,1.14616,0.11632,1.37088,1.00039,0.83607
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,412,27.70605,0.705653,0.368531,18.513088,33.273684,0.681499,0.585278,40.568975,9.834929,0.491589,1,7,4,5.300675,81.006218,287,253,0.0433,0.1567,1.06081,0.04186,1.34963,1.12685,0.786
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,414,16.285987,0.994884,0.263451,19.811469,32.295388,0.504482,0.232404,44.542475,7.587987,0.229743,4,3,5,4.526539,66.398959,294,273,0.02,0.09,0.96036,-0.04764,1.33539,0.93876,0.71916
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,413,34.344964,1.054333,0.520127,23.71075,13.447077,0.198592,0.434316,57.697286,9.258105,0.267979,2,11,5,5.022796,77.298188,293,257,0.0233,0.1433,1.0727,0.07045,1.33395,1.04995,0.80415
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,415,18.381383,2.321141,0.746727,20.265229,16.743319,0.320094,0.3225,19.244408,24.40029,0.253765,3,5,8,2.052706,80.339222,281,203,0.0633,0.3233,1.41247,0.36872,1.49185,0.91232,0.94679
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,411,26.578817,0.756216,0.813424,34.161896,42.590341,0.175625,0.213069,45.641876,22.400066,0.152987,2,7,3,2.407099,60.053909,293,266,0.0233,0.1133,0.95761,-0.02195,1.23571,1.05088,0.77494
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,416,41.037924,0.936637,0.44689,19.627609,22.086129,0.58355,0.51756,28.570628,19.528792,0.167457,2,12,4,2.228687,82.531973,253,179,0.1567,0.4033,1.22972,0.20037,1.25379,1.07628,0.98081
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,417,15.384684,0.845237,0.522465,14.713106,22.136643,0.235673,0.719141,19.577745,26.713681,0.171668,4,11,4,2.123438,99.812223,289,242,0.0367,0.1933,0.9811,-0.02204,1.21025,0.9125,0.81066
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,420,20.550832,1.757517,0.481713,40.811987,11.547506,0.372235,0.167445,34.224235,22.419893,0.249679,1,8,7,5.365944,87.432164,282,227,0.06,0.2433,1.29946,0.26047,1.44285,1.06737,0.90062
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,421,16.267047,2.325341,0.843284,27.381962,37.93257,0.486483,0.296096,24.221234,7.232029,0.318949,1,10,2,2.813076,98.286504,284,221,0.0533,0.2633,1.35443,0.29399,1.48305,0.93742,0.91327
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,427,16.687159,0.925006,0.415554,31.858763,35.215064,0.194789,0.151127,27.400205,26.981216,0.153196,2,6,4,7.903158,82.783828,289,249,0.0367,0.17,1.03596,0.02396,1.23999,0.95231,0.83545
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,426,16.315876,1.421855,0.310117,17.816057,36.00754,0.374518,0.488816,47.286746,7.618755,0.219981,3,5,8,3.136265,73.732496,296,275,0.0133,0.0833,0.99365,-0.02157,1.38282,0.97786,0.71857
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,432,24.088777,1.019679,0.16408,27.250508,12.227155,0.378304,0.685511,16.279631,12.327605,0.406603,1,5,3,5.898203,95.846501,277,208,0.0767,0.3067,0.96649,-0.01884,1.09064,0.98873,0.88617
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,430,31.338935,0.670848,0.55653,20.756843,11.189925,0.308503,0.699784,35.385524,10.724405,0.165383,1,5,3,7.91929,95.775963,288,233,0.04,0.2233,1.15335,0.126,1.27372,1.04629,0.9055
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,431,22.58014,1.840419,0.938887,24.564731,13.100129,0.382516,0.776354,51.894221,11.579054,0.169438,3,12,2,4.703083,65.469995,293,266,0.0233,0.1133,1.01152,0.00205,1.33906,0.99931,0.75539
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,429,16.482909,1.264484,0.549026,12.585449,16.516105,0.272804,0.546331,29.837039,20.810274,0.125646,4,10,6,5.847913,73.290885,290,257,0.0333,0.1433,1.06401,0.04239,1.28217,0.87475,0.82985
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,433,37.693746,1.531145,0.890675,24.277471,37.662487,0.224041,0.367281,22.966353,8.310665,0.293882,2,5,8,4.845297,64.20685,191,124,0.3633,0.5867,1.50727,0.44162,1.162,0.99938,1.29713
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,434,22.886866,0.694851,0.737788,33.456892,33.252505,0.469837,0.411228,17.164786,8.572536,0.21673,3,4,2,3.130018,92.981799,283,219,0.0567,0.27,0.93761,-0.05357,1.10986,1.0375,0.8448
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,435,23.451141,2.260646,0.109864,19.354454,42.517491,0.216892,0.189223,61.965136,14.045342,0.458203,4,4,5,2.567082,78.966357,292,266,0.0267,0.1133,1.02366,0.01095,1.23421,0.9969,0.82941
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,436,31.986507,0.693376,0.890285,39.798178,12.956167,0.397211,0.345265,51.32637,7.675004,0.202105,3,7,3,5.97943,84.467661,294,263,0.02,0.1233,1.00399,0.00513,1.20952,1.03335,0.83007
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,437,16.747025,0.765436,0.893368,21.185275,35.29954,0.377868,0.525585,23.092424,20.913354,0.392171,1,7,7,2.688527,93.462366,289,248,0.0367,0.1733,1.08044,0.06322,1.28891,0.90855,0.83826
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,440,17.991105,1.052742,0.022365,16.045834,43.523996,0.451664,0.414151,22.317462,8.721104,0.12638,4,12,5,3.166145,68.494831,290,249,0.0333,0.17,1.08856,0.06316,1.23969,0.92183,0.87809
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,441,24.786977,2.028702,0.606701,26.666581,22.582779,0.53535,0.16404,26.274706,8.863494,0.177708,1,11,6,2.233163,61.490862,287,224,0.0433,0.2533,1.33436,0.2802,1.3707,0.95376,0.97348
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,443,15.504794,0.837131,0.915905,17.141183,28.981206,0.185767,0.434419,25.885562,22.580381,0.169403,3,6,4,4.489179,80.198572,291,257,0.03,0.1433,1.00961,-0.00285,1.25814,0.8595,0.80247
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,442,21.277995,1.413822,0.369979,18.887344,20.021987,0.424154,0.367623,51.385609,18.960567,0.20895,1,6,3,4.798206,82.475367,293,262,0.0233,0.1267,1.04794,0.01597,1.36586,1.07452,0.76724
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,444,16.604548,1.400772,0.122569,44.340844,42.040824,0.371224,0.520404,40.695579,8.441393,0.129588,3,8,2,4.344594,78.482591,292,266,0.0267,0.1133,0.99298,-0.00835,1.17006,0.9261,0.84866
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,446,24.714875,2.171128,0.787578,15.159272,33.158137,0.467553,0.73592,34.239721,9.28189,0.419086,1,9,5,2.692191,81.863175,287,225,0.0433,0.25,1.33941,0.26624,1.52418,1.04266,0.87877
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,448,24.289332,0.65407,0.39209,18.464682,25.023098,0.266069,0.787051,33.256397,23.071731,0.434058,2,12,3,3.147614,97.301967,292,258,0.0267,0.14,1.02299,0.01247,1.27927,0.93362,0.79966
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,449,36.4653,0.854807,0.377179,16.660717,20.608769,0.334349,0.116403,34.973371,13.012402,0.149868,4,6,5,7.345782,91.502044,289,239,0.0367,0.2033,1.16015,0.13772,1.32626,1.0699,0.87475
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,450,28.278912,1.470704,0.625444,26.991272,26.51609,0.337182,0.494397,39.487793,10.418024,0.44034,2,3,3,4.943849,85.593377,288,243,0.04,0.19,1.11849,0.10273,1.24447,0.96485,0.89877
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,452,19.749318,1.656316,0.052345,45.947968,13.195957,0.240777,0.384209,29.694611,14.062069,0.135634,3,3,6,2.44862,71.085671,281,207,0.0633,0.31,1.07742,0.07502,1.12625,1.00266,0.95665
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,453,19.367539,0.815683,0.506277,13.731927,22.099705,0.23141,0.210103,53.315897,19.756056,0.159043,4,8,3,4.652385,73.390269,294,274,0.02,0.0867,0.99631,-0.00885,1.36903,1.12786,0.72775
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,454,33.779846,0.701209,0.457375,22.200164,23.665801,0.401687,0.675348,39.304121,25.061155,0.157124,2,11,6,3.753315,68.93465,290,252,0.0333,0.16,1.0288,0.02316,1.31018,1.12827,0.78523
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,455,35.369678,1.011772,0.681937,27.21565,12.970267,0.248675,0.162858,31.941896,14.866963,0.44207,2,4,3,7.862425,98.749882,280,217,0.0667,0.2767,1.19216,0.15301,1.25674,0.98984,0.94861
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,456,16.706383,1.007307,0.251261,19.40039,23.944479,0.174158,0.503461,42.476475,8.290144,0.26116,3,8,2,3.058547,79.472938,296,269,0.0133,0.1033,0.99366,-0.01323,1.41828,1.04916,0.70061
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,458,20.000997,1.796893,0.600166,48.998645,22.340835,0.441458,0.349501,55.631429,16.75098,0.346464,4,6,6,6.027524,80.585271,281,226,0.0633,0.2467,1.05564,0.04836,1.21665,1.0306,0.86766
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,460,20.913472,0.610687,0.789071,31.285189,39.957168,0.219527,0.659089,20.313657,10.829054,0.271659,1,8,7,4.224066,66.856668,283,233,0.0567,0.2233,1.0232,0.02184,1.15072,0.98022,0.88918
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,459,24.150801,1.977261,0.886787,13.440479,12.213775,0.453699,0.431998,28.127627,14.790286,0.205525,2,10,3,2.20311,80.874953,288,232,0.04,0.2267,1.29726,0.24419,1.50031,0.87584,0.86466
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,461,24.444143,1.010249,0.772499,44.25337,14.300214,0.282452,0.615366,26.528128,27.132749,0.222887,4,6,7,6.847307,96.53026,286,226,0.0467,0.2467,1.08433,0.06516,1.20833,1.05956,0.89738
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,463,16.826333,1.35117,0.716796,20.207563,21.133661,0.173307,0.370754,19.55516,10.020522,0.201182,1,5,3,5.168943,89.880648,280,219,0.0667,0.27,1.06768,0.06873,1.12389,0.94164,0.94998
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,464,22.933981,1.243399,0.68731,32.821721,13.508729,0.454036,0.192513,45.556103,15.32896,0.258093,1,4,4,3.37524,85.849597,291,256,0.03,0.1467,1.03249,0.02837,1.20968,1.1599,0.85352
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,465,16.778958,2.257335,0.624065,28.093341,42.680218,0.377489,0.102474,35.104635,22.945365,0.338098,1,10,2,7.333545,70.81675,281,221,0.0633,0.2633,1.30879,0.25308,1.44123,0.94058,0.90811
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,466,32.2243,1.581781,0.387418,18.806896,31.279411,0.211603,0.242294,44.448005,8.358474,0.401894,4,7,4,3.151587,82.037352,289,248,0.0367,0.1733,1.18755,0.15864,1.33667,1.08287,0.88844
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,468,22.520805,1.130395,0.155231,21.700151,16.480245,0.427319,0.791492,25.267559,12.091875,0.176439,1,3,4,2.198216,86.108617,291,242,0.03,0.1933,1.14602,0.12152,1.32804,0.90248,0.86294
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,467,40.00371,0.961591,0.870964,20.075612,32.583821,0.357473,0.518868,48.663846,11.409708,0.21349,2,9,7,4.64298,67.728792,289,246,0.0367,0.18,1.03616,0.03377,1.24824,1.12047,0.83009
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,469,31.433041,0.858077,0.196007,32.696688,26.104336,0.380421,0.358387,41.158468,9.071241,0.242653,1,8,6,3.370384,97.231065,284,228,0.0533,0.24,1.08403,0.06479,1.25132,1.10381,0.86631
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,470,17.942446,0.688963,0.143034,46.445828,16.369319,0.238138,0.551071,60.660733,13.916008,0.169627,2,4,4,3.323904,93.280836,294,276,0.02,0.08,1.00867,0.01645,1.2203,0.94192,0.82657
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,473,18.887201,1.253177,0.461067,41.456287,23.659116,0.410456,0.687671,16.327015,27.774349,0.170917,2,8,6,4.12132,97.130408,275,208,0.0833,0.3067,0.91987,-0.06702,1.11513,1.06942,0.8249
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,471,43.914679,0.630239,0.736416,30.493848,17.15562,0.253726,0.185167,24.951774,7.384559,0.183441,3,8,2,2.892432,83.055161,157,85,0.4767,0.7167,1.24142,0.22083,1.06366,1.07182,1.16711
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,475,19.584109,1.870177,0.323253,14.706966,15.450735,0.229811,0.254967,27.553158,14.80121,0.454021,3,3,4,5.642034,75.603714,289,241,0.0367,0.1967,1.19441,0.15297,1.30548,0.82374,0.91492
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,476,29.778592,1.011908,0.399485,41.655833,27.889002,0.346284,0.397046,23.422305,8.19157,0.154574,3,10,6,3.038198,83.174111,153,124,0.49,0.5867,1.13339,0.09991,1.1436,1.00548,0.99107
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,478,25.280186,0.864716,0.431908,45.041377,36.412125,0.204285,0.573739,20.034901,8.322499,0.289764,3,11,5,3.367002,65.576444,243,166,0.19,0.4467,1.08264,0.06901,1.12645,0.98766,0.96111
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,477,30.134238,1.150375,0.751099,21.196769,12.952036,0.298313,0.552849,25.787884,10.072489,0.463735,2,9,4,3.778981,75.832544,287,234,0.0433,0.22,1.21372,0.18364,1.35634,0.97159,0.89485
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,481,23.773824,0.745746,0.864065,45.194241,22.474212,0.384784,0.24988,25.156781,12.287475,0.432694,1,5,5,2.695489,82.301657,284,233,0.0533,0.2233,1.08533,0.07368,1.19735,1.09574,0.90644
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,483,44.798398,0.634878,0.552367,15.719218,11.623097,0.261694,0.560927,22.523429,12.495907,0.251364,4,7,4,6.841723,80.969504,258,187,0.14,0.3767,1.11304,0.10648,1.11439,0.95536,0.99879
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,484,22.923233,1.589753,0.307956,41.123845,23.888479,0.403052,0.645149,25.076653,20.51914,0.133013,4,8,8,4.878344,69.380438,268,183,0.1067,0.39,1.25713,0.22271,1.26515,1.0279,0.99366
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,485,31.000518,0.697184,0.576207,16.999515,26.634833,0.551963,0.662643,27.758509,10.808814,0.231966,3,12,2,7.123324,86.214724,290,240,0.0333,0.2,1.1794,0.14337,1.24198,1.00804,0.94961
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,487,18.137534,0.997401,0.089888,30.145163,40.425478,0.27198,0.289434,31.606033,19.721781,0.243581,2,4,4,2.036805,66.382398,290,260,0.0333,0.1333,0.99535,-0.01738,1.38039,0.91267,0.72106
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,488,23.374867,0.756492,0.951847,31.817005,26.881706,0.251128,0.353369,24.122985,20.06172,0.178237,3,5,7,4.508906,60.592019,289,242,0.0367,0.1933,1.08501,0.06819,1.29015,0.93875,0.84099
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,489,52.14093,0.707451,0.962066,28.723114,25.108809,0.286562,0.740645,30.873394,7.521708,0.177645,3,8,7,7.30749,66.744184,62,,0.7933,,1.21649,0.18373,,1.0655,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,491,31.226867,1.656223,0.906841,17.360199,22.876279,0.436431,0.766327,22.875282,26.382474,0.134489,1,10,6,4.767134,90.974074,291,227,0.03,0.2433,1.3418,0.30119,1.48124,0.9639,0.90586
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,490,22.340078,0.803991,0.01575,20.974481,37.557612,0.391802,0.674248,39.740261,14.26686,0.32142,4,6,4,3.384126,65.721901,293,270,0.0233,0.1,0.96771,-0.03194,1.30767,0.99625,0.74002
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,492,19.504836,1.880431,0.80423,49.36939,19.118998,0.308038,0.108228,24.105112,8.004452,0.416696,4,7,5,2.960518,60.912304,264,175,0.12,0.4167,1.26317,0.22463,1.24169,1.04317,1.0173
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,493,25.883252,0.928617,0.548406,42.612155,17.836571,0.218078,0.123345,22.653544,13.552024,0.165167,4,6,4,2.631767,68.79961,282,213,0.06,0.29,1.11269,0.103,1.17045,1.02411,0.95066
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,494,49.127643,1.170087,0.950692,17.181542,20.275592,0.184813,0.223371,18.225762,13.187664,0.438806,2,9,2,2.217874,96.662302,126,,0.58,,1.0468,0.06224,,1.03834,
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,497,23.561341,1.959135,0.587563,42.732268,28.059576,0.229145,0.210842,59.710311,12.75174,0.25394,4,5,4,3.249903,95.969012,284,230,0.0533,0.2333,1.10491,0.07496,1.26551,0.97429,0.87309
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,499,28.245715,1.852488,0.47659,31.759406,11.132363,0.394915,0.487683,19.671133,24.695279,0.138242,4,10,7,2.921764,92.161014,261,137,0.13,0.5433,1.46748,0.40656,1.36179,1.11443,1.07761
v3,021-4-param_sweep,transplant(move)+persistence(stay),0,65.0,498,28.262938,1.475738,0.749438,32.577302,15.113917,0.321244,0.406792,39.602635,8.806634,0.410575,1,5,3,2.514072,63.492672,287,233,0.0433,0.2233,1.12808,0.10511,1.24857,0.96063,0.9035
